,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3065,41,0,2,1,0,400,1,0,2,4,6,99,6,-1,0,3,0
3066,45,1,1,0,0,185,1,0,0,29,4,249,3,-1,0,3,0
3067,59,4,1,2,0,1585,0,0,1,28,1,91,5,-1,0,3,0
3068,33,4,2,2,0,9449,1,0,0,8,8,428,1,-1,0,3,0
3069,49,7,1,1,0,400,0,0,0,21,1,151,3,-1,0,3,0
3070,27,1,2,0,0,1209,0,0,0,29,4,283,1,-1,0,3,0
3071,37,1,1,0,0,689,1,0,0,14,5,367,2,-1,0,3,0
3072,39,4,0,2,0,355,1,0,0,25,1,313,5,-1,0,3,0
3073,32,9,2,1,0,0,0,0,0,26,1,181,2,-1,0,3,0
3074,56,9,2,2,0,917,0,0,2,9,6,306,1,-1,0,3,0
3075,35,1,1,0,0,3587,1,0,2,30,8,148,4,-1,0,3,0
3076,56,1,0,0,0,3021,0,0,2,9,6,419,2,-1,0,3,0
3077,61,9,1,1,0,1191,0,0,0,21,8,214,4,-1,0,3,1
3078,42,0,2,1,0,243,1,0,2,14,8,46,5,-1,0,3,0
3079,20,8,2,1,0,1191,0,0,0,12,3,274,1,-1,0,3,0
3080,34,10,2,1,0,0,0,0,0,17,9,63,2,-1,0,3,0
3081,56,0,0,1,0,3337,1,0,1,17,9,99,3,-1,0,3,0
3082,31,4,1,2,0,1183,1,0,2,27,8,676,6,-1,0,3,0
3083,42,6,0,2,0,216,1,0,0,8,8,144,3,-1,0,3,0
3084,35,0,1,0,0,189,1,0,0,11,8,95,1,-1,0,3,0
3085,30,1,1,1,0,-28,1,0,0,18,8,284,2,371,1,0,0
3086,35,9,1,1,0,2,0,0,1,28,4,653,3,-1,0,3,0
3087,44,9,0,3,0,759,1,0,2,23,8,397,1,-1,0,3,0
3088,30,1,2,1,0,445,1,0,0,16,0,218,1,330,2,0,0
3089,40,9,2,2,0,445,1,0,0,24,5,631,1,-1,0,3,0
3090,33,1,1,1,0,687,1,0,0,14,8,72,2,370,1,0,0
3091,29,7,1,1,0,308,1,0,2,28,8,75,1,-1,0,3,0
3092,37,7,1,1,0,4760,1,0,0,8,8,182,2,169,2,0,0
3093,46,0,1,0,0,96,0,0,1,4,3,151,2,-1,0,3,0
3094,62,11,1,1,0,367,0,0,1,2,7,139,5,-1,0,3,0
3095,32,7,1,1,0,255,1,1,2,21,8,86,2,-1,0,3,0
3096,40,4,1,2,0,89,1,1,1,9,3,148,6,-1,0,3,0
3097,41,9,1,1,0,0,0,0,0,11,7,101,1,-1,0,3,0
3098,51,1,1,0,0,42,1,0,0,12,8,51,2,342,3,0,0
3099,60,9,1,0,0,65,1,0,2,9,8,1028,2,-1,0,3,1
3100,40,1,1,1,0,61,1,0,2,7,8,112,3,-1,0,3,0
3101,33,9,0,1,1,10,1,1,0,18,9,167,5,-1,0,3,0
3102,33,1,0,0,0,636,1,0,0,9,5,211,11,-1,0,3,0
3103,53,9,1,2,0,431,1,0,2,11,6,74,1,-1,0,3,0
3104,25,8,1,2,0,10,1,0,0,21,5,857,4,-1,0,3,1
3105,36,4,2,2,0,0,0,0,0,11,1,108,2,-1,0,3,0
3106,51,2,0,2,0,4,1,1,0,20,0,74,5,-1,0,3,0
3107,32,10,2,1,0,0,0,0,0,27,8,123,2,-1,0,3,0
3108,43,4,1,2,0,2886,0,0,0,20,9,230,1,-1,0,3,0
3109,31,10,2,1,0,315,0,0,0,30,4,130,1,2,1,1,0
3110,34,9,1,2,0,197,0,0,0,20,1,78,3,-1,0,3,1
3111,41,1,1,1,0,121,1,0,0,13,8,16,6,176,5,1,0
3112,31,9,2,2,0,-162,1,0,0,18,8,380,1,-1,0,3,0
3113,53,9,1,1,0,65,0,0,0,25,1,41,2,-1,0,3,0
3114,36,6,1,2,0,307,1,0,0,14,8,341,1,330,2,1,0
3115,54,6,1,1,0,641,1,0,0,17,0,472,1,148,2,0,0
3116,31,3,2,2,0,287,1,0,0,19,9,182,1,-1,0,3,0
3117,38,9,2,2,0,744,1,0,0,14,8,283,1,288,12,1,0
3118,59,4,0,2,0,7813,1,0,0,21,9,75,1,-1,0,3,0
3119,33,4,2,2,0,1410,1,0,0,5,3,8,1,254,5,0,0
3120,40,1,1,1,0,11084,0,0,2,11,6,113,1,-1,0,3,0
3121,54,9,1,1,0,-315,0,1,0,10,5,2029,1,-1,0,3,1
3122,26,9,2,1,0,2610,1,1,2,2,6,626,1,-1,0,3,0
3123,34,4,1,2,0,606,0,0,0,20,0,97,1,-1,0,3,1
3124,34,10,1,1,0,0,1,0,0,13,8,172,1,-1,0,3,0
3125,47,4,1,2,0,3681,0,0,0,14,1,101,2,-1,0,3,0
3126,52,4,1,2,0,1944,1,0,0,15,0,238,3,323,2,0,0
3127,35,9,0,2,0,4515,1,0,0,19,9,98,2,-1,0,3,0
3128,34,4,1,2,0,8,0,0,0,25,1,169,4,-1,0,3,0
3129,34,0,1,1,0,5320,0,0,0,3,7,114,6,467,5,1,0
3130,52,5,0,0,0,353,0,0,0,31,5,395,4,-1,0,3,0
3131,56,1,1,1,0,2190,0,1,0,30,4,90,2,232,1,0,0
3132,49,1,1,1,0,2039,1,0,0,18,9,283,2,-1,0,3,0
3133,42,1,1,1,0,230,1,0,2,5,6,175,7,-1,0,3,0
3134,54,9,1,1,0,89,1,0,0,10,5,140,3,-1,0,3,0
3135,43,1,1,0,0,-93,1,0,2,26,8,402,2,-1,0,3,0
3136,37,6,1,1,0,4153,1,0,0,31,5,35,16,-1,0,3,0
3137,43,9,1,1,0,7876,1,0,0,11,1,209,2,-1,0,3,0
3138,34,4,2,2,0,340,1,0,2,3,6,633,28,-1,0,3,0
3139,32,1,1,1,0,478,1,0,2,3,6,200,1,-1,0,3,0
3140,29,1,2,1,0,309,1,0,0,11,8,471,3,-1,0,3,0
3141,30,1,1,1,0,501,1,1,2,27,8,514,1,-1,0,3,0
3142,23,7,2,1,0,500,1,0,2,4,6,111,3,-1,0,3,0
3143,30,4,1,2,0,1221,1,0,1,25,5,279,4,-1,0,3,1
3144,32,9,2,2,0,569,0,1,0,29,4,348,1,-1,0,3,0
3145,49,1,2,0,0,3018,1,0,2,15,8,93,1,-1,0,3,0
3146,42,1,1,1,0,0,1,0,0,21,9,328,6,-1,0,3,0
3147,28,8,2,1,0,378,1,0,0,17,0,346,1,-1,0,3,0
3148,44,4,1,2,0,724,1,0,0,17,9,157,2,172,1,0,0
3149,33,0,2,1,0,2557,1,0,0,18,8,186,1,-1,0,3,0
3150,34,6,2,2,0,876,1,0,0,17,9,145,2,-1,0,3,0
3151,45,9,0,1,0,809,1,0,0,13,8,155,2,363,4,0,0
3152,52,9,1,1,0,11,1,0,2,13,8,420,1,-1,0,3,0
3153,59,3,1,1,0,345,0,0,2,9,6,38,1,-1,0,3,0
3154,34,9,2,1,0,174,0,0,1,11,8,259,4,-1,0,3,0
3155,63,2,1,1,0,3904,0,0,1,4,1,250,2,187,2,2,1
3156,30,4,1,2,0,42,0,0,0,25,1,115,6,-1,0,3,0
3157,54,7,1,3,0,386,0,1,0,19,9,74,1,152,1,2,0
3158,45,4,1,2,0,1929,1,0,2,29,8,44,15,-1,0,3,0
3159,37,4,1,2,0,767,0,1,0,2,3,204,1,-1,0,3,0
3160,37,9,1,2,0,6968,0,0,0,1,6,175,1,-1,0,3,0
3161,48,0,0,3,0,-70,0,0,0,14,8,243,1,-1,0,3,0
3162,34,4,2,2,0,2646,0,0,0,14,0,142,1,-1,0,3,1
3163,34,9,1,1,0,50,0,0,0,11,1,106,3,-1,0,3,0
3164,38,4,1,0,0,28,0,0,0,17,5,564,2,-1,0,3,1
3165,22,8,2,1,0,2497,0,0,0,27,5,256,5,171,3,2,1
3166,36,0,0,1,0,3645,0,0,0,20,8,827,2,-1,0,3,1
3167,44,0,0,1,0,57,1,0,0,23,5,872,7,-1,0,3,1
3168,33,0,1,1,0,79,1,0,0,21,9,248,1,335,1,0,1
3169,56,5,2,1,0,361,0,0,2,25,7,1058,4,-1,0,3,1
3170,44,1,1,1,0,654,0,0,1,14,7,1251,2,-1,0,3,1
3171,57,5,1,1,0,1029,0,0,0,11,3,591,1,191,2,1,1
3172,63,5,0,1,0,846,0,0,0,10,3,671,1,180,3,0,1
3173,46,6,1,2,0,1783,0,0,0,18,9,378,2,-1,0,3,1
3174,43,1,1,1,0,1070,0,0,0,13,7,955,3,334,3,0,1
3175,28,8,2,1,0,222,0,0,0,27,1,285,1,-1,0,3,1
3176,50,4,0,2,0,388,0,0,0,3,4,564,1,28,0,2,1
3177,34,2,1,1,0,1447,0,0,0,13,2,321,1,72,1,2,1
3178,35,4,1,2,0,2346,1,0,0,15,8,604,4,-1,0,3,1
3179,53,4,0,2,0,368,0,0,0,3,4,614,1,-1,0,3,1
3180,30,1,0,1,0,430,1,0,0,12,3,652,1,-1,0,3,1
3181,48,7,1,1,0,313,0,0,0,9,2,1950,4,-1,0,3,1
3182,42,4,1,2,0,0,0,0,0,20,8,519,1,-1,0,3,1
3183,35,4,1,2,0,2988,1,0,0,12,1,311,1,-1,0,3,1
3184,43,1,0,0,0,-386,1,0,0,13,8,635,1,-1,0,3,1
3185,33,7,1,1,0,412,0,0,0,14,9,241,1,65,2,0,1
3186,39,0,1,1,0,100,1,0,0,10,0,228,1,459,1,1,1
3187,49,4,2,1,0,91,0,0,0,25,1,1211,5,-1,0,3,1
3188,43,5,1,1,0,3465,0,0,0,13,9,674,1,96,2,2,1
3189,41,2,1,1,0,90,0,0,0,23,4,209,1,-1,0,3,1
3190,31,5,1,1,0,1413,0,0,0,23,1,312,2,198,2,1,1
3191,51,4,0,1,0,5685,0,0,0,14,6,867,2,-1,0,3,1
3192,42,7,1,1,0,4981,0,0,0,9,7,343,2,-1,0,3,1
3193,31,0,1,1,0,295,0,0,0,21,6,1411,1,-1,0,3,1
3194,79,3,0,0,0,-1,0,0,0,22,3,640,1,191,1,0,1
3195,39,4,1,1,0,2544,0,0,0,10,6,410,1,44,0,2,1
3196,38,6,1,0,0,2255,1,0,0,13,7,929,3,-1,0,3,1
3197,39,8,0,1,0,886,1,0,0,10,3,711,2,193,4,0,1
3198,35,6,1,1,0,1009,0,0,0,11,4,186,1,84,3,0,1
3199,39,0,1,1,0,1777,0,0,0,9,6,214,1,33,0,2,1
3200,35,3,0,1,0,823,0,0,0,14,3,1275,4,34,0,2,1
3201,23,8,2,1,0,496,0,0,0,30,2,304,2,-1,0,3,1
3202,53,4,1,0,0,4143,0,0,0,9,2,440,1,35,3,2,1
3203,34,4,2,2,0,5953,0,0,0,22,6,215,1,0,0,2,1
3204,35,0,0,1,0,3590,0,0,0,21,9,775,2,-1,0,3,1
3205,31,3,2,0,0,22152,0,0,0,16,3,550,1,97,0,1,1
3206,21,8,2,1,0,2488,0,0,0,9,8,432,2,49,9,1,1
3207,54,8,1,0,0,4177,0,0,0,11,3,305,1,106,8,1,1
3208,29,5,2,0,0,458,0,0,0,5,3,709,1,-1,0,3,1
3209,34,8,1,1,0,440,0,0,0,16,9,229,1,37,1,1,1
3210,32,6,2,1,0,2933,0,0,0,7,5,368,1,-1,0,3,1
3211,64,5,1,1,0,1950,0,0,0,26,4,228,1,97,3,2,1
3212,45,4,1,1,0,1701,0,0,0,25,2,300,1,453,2,0,1
3213,41,8,1,0,0,1273,0,0,0,15,4,261,3,400,2,0,1
3214,25,4,1,2,0,2516,0,0,0,16,3,486,1,-1,0,3,1
3215,53,10,1,2,0,898,0,0,0,6,9,335,1,-1,0,3,1
3216,46,9,1,1,0,1215,0,0,0,18,1,701,3,-1,0,3,1
3217,47,3,1,2,0,3726,0,0,1,11,5,986,5,-1,0,3,1
3218,32,3,1,1,0,2430,1,0,0,14,7,646,4,-1,0,3,1
3219,32,3,1,1,0,-36,1,0,0,13,2,609,1,216,2,1,1
3220,44,0,0,1,0,1,0,0,0,27,9,262,1,-1,0,3,1
3221,31,3,2,0,0,22734,0,0,0,17,3,562,1,85,0,2,1
3222,31,4,1,0,0,-234,1,0,0,16,8,429,1,-1,0,3,1
3223,49,6,1,1,0,824,0,0,0,8,1,774,3,7,0,2,1
3224,49,5,1,0,0,2025,1,0,1,10,7,1151,3,-1,0,3,1
3225,32,6,2,2,0,5414,0,0,0,24,2,363,1,24,0,2,1
3226,46,5,1,0,0,336,0,0,0,20,6,786,4,-1,0,3,1
3227,46,3,1,1,0,16,0,0,0,17,3,526,1,33,1,2,1
3228,33,8,1,1,0,568,0,0,0,24,1,964,10,-1,0,3,1
3229,35,4,1,1,0,0,0,0,0,13,5,777,4,-1,0,3,1
3230,52,7,0,0,0,-249,0,0,0,8,5,2092,1,-1,0,3,1
3231,30,3,2,1,0,206,1,0,0,17,7,338,1,-1,0,3,1
3232,44,0,1,1,0,207,0,0,0,3,5,219,1,9,0,2,1
3233,38,4,1,2,0,0,0,0,0,18,4,252,2,182,4,1,1
3234,49,4,0,1,0,2220,0,0,0,12,5,113,1,43,0,2,1
3235,35,4,1,2,0,1122,0,0,0,4,1,286,1,171,1,1,1
3236,78,5,0,0,0,1118,0,0,0,8,7,188,1,-1,0,3,1
3237,34,5,1,2,0,5458,0,0,0,29,0,431,1,-1,0,3,1
3238,50,6,1,1,0,389,0,0,0,13,2,1013,2,-1,0,3,1
3239,32,6,1,1,0,127,0,0,0,13,0,166,1,0,0,2,1
3240,44,0,1,1,0,21,0,0,0,26,0,384,5,-1,0,3,1
3241,53,0,0,1,0,451,0,0,0,4,0,560,1,-1,0,3,1
3242,47,0,0,1,0,49,0,0,0,21,5,863,6,-1,0,3,1
3243,30,0,0,1,0,451,0,0,0,14,4,640,1,-1,0,3,1
3244,50,7,0,1,0,208,0,0,0,20,4,84,2,-1,0,3,1
3245,48,8,1,1,0,-248,0,0,0,12,5,1940,3,-1,0,3,1
3246,55,5,0,1,0,2218,0,0,0,22,5,958,1,29,0,2,1
3247,46,8,0,1,0,12,0,0,0,13,9,174,1,106,1,2,1
3248,52,4,1,1,0,0,0,0,0,17,8,501,1,-1,0,3,1
3249,45,8,1,1,0,227,0,0,0,11,1,1712,3,-1,0,3,1
3250,34,1,1,1,0,4740,0,0,1,11,6,342,1,150,4,2,1
3251,32,3,1,1,0,1,1,0,0,12,8,109,2,-1,0,3,1
3252,45,2,0,1,0,-27,0,0,0,25,10,265,1,-1,0,3,1
3253,52,3,1,1,0,725,0,0,0,7,0,280,3,-1,0,3,1
3254,46,4,0,2,0,7778,0,0,0,15,3,210,1,7,1,2,1
3255,52,8,0,1,0,2212,0,0,0,12,7,108,1,74,1,1,1
3256,35,1,1,1,0,624,1,0,0,16,4,1519,15,90,1,1,1
3257,38,0,1,1,0,610,1,0,0,11,8,460,1,362,2,0,1
3258,40,5,1,1,0,83,0,0,0,19,0,1163,4,-1,0,3,1
3259,34,2,1,1,0,2981,0,0,0,5,8,434,3,141,1,0,1
3260,47,1,0,0,0,118,0,0,1,3,5,2449,1,-1,0,3,1
3261,44,8,1,1,0,242,0,0,0,11,1,1732,3,-1,0,3,1
3262,41,7,1,1,0,1931,0,0,0,10,9,376,1,158,1,2,1
3263,47,4,1,0,0,2564,0,0,0,9,9,312,2,110,2,2,1
3264,29,3,1,1,0,1027,0,0,0,12,8,225,1,87,0,1,1
3265,62,1,1,1,0,3902,0,0,0,4,1,249,1,187,2,2,1
3266,34,1,1,1,0,456,0,0,0,23,5,1446,12,-1,0,3,1
3267,35,0,0,1,0,3640,0,0,0,20,8,816,2,-1,0,3,1
3268,47,4,1,0,0,85,0,0,1,7,6,712,1,-1,0,3,1
3269,33,3,0,0,0,-338,1,0,0,13,6,620,1,-1,0,3,1
3270,44,7,1,1,0,1257,0,0,1,16,9,130,1,70,1,1,1
3271,35,4,1,2,0,0,1,0,0,11,1,252,1,121,3,1,1
3272,32,5,1,1,0,689,0,0,1,26,6,606,2,-1,0,3,1
3273,49,5,1,1,0,30,0,0,0,17,3,193,2,361,2,0,1
3274,41,1,0,1,0,59,0,0,0,22,3,861,6,-1,0,3,1
3275,45,6,1,2,0,1219,0,0,0,10,6,365,2,-1,0,3,1
3276,35,3,1,1,0,453,0,1,0,9,3,1059,2,-1,0,3,1
3277,39,7,1,2,0,180,0,0,0,15,2,84,3,-1,0,3,1
3278,53,3,0,1,0,9356,0,0,0,20,5,534,3,-1,0,3,1
3279,33,3,1,1,0,5,0,0,0,7,3,549,3,-1,0,3,1
3280,47,6,1,2,0,1784,0,0,0,18,9,379,1,4,0,2,1
3281,32,7,1,1,0,145,0,0,0,15,0,152,1,-1,0,3,1
3282,33,8,1,1,0,5534,0,0,0,21,0,364,1,170,0,2,1
3283,33,6,1,1,0,406,0,0,0,10,7,235,1,92,3,0,1
3284,34,8,1,1,0,-3,1,0,0,9,8,532,1,107,4,1,1
3285,64,4,1,2,0,1939,0,0,0,27,3,217,1,85,3,2,1
3286,40,6,1,1,0,7,0,0,0,12,6,525,1,68,3,2,1
3287,36,5,1,0,0,120,1,0,1,7,6,559,1,-1,0,3,1
3288,47,5,2,1,0,392,0,0,2,22,6,1044,2,-1,0,3,1
3289,44,4,1,2,0,1386,0,0,0,18,7,994,1,161,1,1,1
3290,33,1,1,1,0,437,0,0,0,23,5,1441,11,-1,0,3,1
3291,43,7,1,1,0,148,0,0,0,20,2,349,5,-1,0,3,1
3292,38,3,1,2,0,3451,0,0,0,20,8,680,4,-1,0,3,1
3293,57,2,0,0,0,1670,0,0,0,14,4,399,2,314,2,0,1
3294,58,5,1,0,0,360,0,0,0,28,5,813,5,-1,0,3,1
3295,58,4,1,0,0,218,0,0,0,16,1,517,1,-1,0,3,1
3296,39,1,2,1,0,0,1,0,0,20,0,1318,1,270,4,0,1
3297,35,0,0,1,0,3628,0,0,0,20,9,804,2,2,0,2,1
3298,58,4,1,0,0,3,0,0,0,7,5,498,2,-1,0,3,1
3299,28,8,1,2,0,258,0,0,0,10,4,83,1,57,1,2,1
3300,54,6,1,1,0,830,0,0,0,9,1,743,2,60,1,1,1
3301,53,6,1,1,0,2570,0,0,0,17,7,218,3,156,2,2,1
3302,55,5,1,1,0,0,0,0,1,27,7,644,1,-1,0,3,1
3303,34,9,1,1,0,1173,0,0,1,23,4,752,2,-1,0,3,1
3304,33,9,2,1,0,440,0,0,0,15,4,739,7,-1,0,3,1
3305,33,0,1,1,0,2069,0,0,0,16,8,138,1,24,0,2,1
3306,51,3,0,1,0,1709,0,0,0,13,2,385,1,294,7,1,1
3307,39,6,1,1,0,472,0,0,0,21,2,246,1,34,0,2,1
3308,39,1,0,0,0,-711,1,0,0,15,5,947,1,-1,0,3,1
3309,50,4,1,1,0,1114,0,0,0,6,1,450,1,104,2,2,1
3310,20,7,1,1,0,501,0,0,0,29,0,259,1,0,0,2,1
3311,38,4,0,2,0,5082,0,0,0,21,1,241,7,168,4,0,1
3312,55,9,0,0,0,3439,0,0,0,11,2,182,1,150,0,0,1
3313,36,3,1,1,0,750,1,0,0,9,8,825,5,307,2,1,1
3314,64,5,1,1,0,1949,0,0,0,26,4,226,1,96,3,2,1
3315,50,10,1,0,0,3361,0,0,0,10,5,239,3,-1,0,3,1
3316,69,4,1,0,0,759,0,0,0,23,0,381,1,-1,0,3,1
3317,26,8,2,1,0,235,0,0,0,28,0,269,1,-1,0,3,1
3318,46,7,1,2,0,895,0,0,0,6,8,352,1,-1,0,3,1
3319,46,0,0,1,0,2235,0,0,0,12,2,127,1,-1,0,3,1
3320,26,8,1,1,0,10,0,0,0,19,4,876,3,-1,0,3,1
3321,34,5,0,2,0,5147,0,0,0,18,3,225,5,144,3,0,1
3322,52,6,1,1,0,26,0,0,2,15,6,804,1,-1,0,3,1
3323,30,2,2,1,0,215,1,0,0,18,7,357,1,-1,0,3,1
3324,43,1,0,1,0,213,0,0,0,27,1,1125,3,-1,0,3,1
3325,50,8,1,1,0,117,0,0,0,23,1,468,1,87,3,1,1
3326,30,6,1,2,0,5223,0,0,0,14,6,207,3,116,2,0,1
3327,30,7,2,1,0,-473,0,0,0,20,1,1526,2,3,0,2,1
3328,38,2,1,1,0,212,0,0,0,11,6,285,1,-1,0,3,1
3329,53,2,0,1,0,1642,0,0,0,7,0,350,1,312,5,0,1
3330,67,6,1,0,0,939,0,0,0,12,0,380,1,-1,0,3,1
3331,26,8,1,1,0,11,0,0,0,19,4,886,3,-1,0,3,1
3332,48,4,1,1,0,350,0,0,0,20,9,420,1,169,1,0,1
3333,43,6,1,1,0,1682,0,0,0,6,3,269,1,161,5,2,1
3334,32,3,1,0,0,431,1,0,1,8,5,767,6,-1,0,3,1
3335,42,4,1,0,0,4709,1,0,0,21,5,739,5,-1,0,3,1
3336,37,2,2,1,0,2543,0,0,0,10,1,225,1,393,3,0,1
3337,75,5,0,1,0,3776,0,0,0,15,1,195,1,181,1,1,1
3338,34,0,0,1,0,479,0,0,0,12,8,499,1,335,5,0,1
3339,47,1,1,1,0,1008,0,0,1,18,5,918,2,-1,0,3,1
3340,45,5,1,1,0,2752,0,0,0,13,7,887,4,-1,0,3,1
3341,32,1,2,1,0,117,0,0,0,17,4,1274,1,-1,0,3,1
3342,38,4,0,0,0,468,1,0,0,10,8,714,1,319,1,1,1
3343,29,1,1,1,0,2785,1,0,2,5,6,383,2,-1,0,3,1
3344,47,1,1,1,0,-507,1,0,0,14,7,622,1,-1,0,3,1
3345,42,9,1,0,0,32,0,0,0,11,3,1002,1,-1,0,3,1
3346,43,3,1,1,0,1693,1,0,0,25,0,258,1,468,3,0,1
3347,34,5,1,2,0,934,0,0,0,24,10,267,1,-1,0,3,1
3348,57,9,1,2,0,900,0,0,0,8,8,346,1,-1,0,3,1
3349,62,5,1,2,0,435,0,0,0,11,6,229,1,78,0,2,1
3350,29,4,1,1,0,1336,0,0,0,26,1,291,2,87,3,1,1
3351,31,4,1,1,0,10,0,0,0,18,5,772,4,-1,0,3,1
3352,72,5,0,0,0,4091,0,0,0,18,9,339,2,8,1,2,1
3353,68,2,0,1,0,3775,0,0,0,18,5,229,1,185,4,0,1
3354,35,0,1,1,0,735,0,0,1,25,6,590,1,-1,0,3,1
3355,61,2,0,1,0,4088,0,0,0,10,5,369,2,-1,0,3,1
3356,42,6,0,2,0,1362,0,0,2,18,7,724,1,-1,0,3,1
3357,29,4,1,1,0,1336,0,0,0,26,1,291,2,87,3,1,1
3358,27,5,2,1,0,1394,0,0,0,21,3,303,4,116,3,1,1
3359,39,6,1,0,0,149,0,0,0,16,1,158,1,-1,0,3,1
3360,45,6,0,1,0,1525,0,0,0,11,4,581,2,-1,0,3,1
3361,33,7,1,1,0,-403,1,0,0,15,5,456,1,-1,0,3,1
3362,37,0,1,1,0,1774,0,0,0,8,6,202,1,24,0,2,1
3363,54,0,1,1,0,36,0,0,1,8,6,1467,1,33,0,2,1
3364,33,4,1,2,0,700,1,0,0,13,0,342,1,-1,0,3,1
3365,38,3,1,1,0,1473,0,0,0,4,6,346,1,13,0,2,1
3366,34,2,1,1,0,694,0,0,0,6,3,862,1,-1,0,3,1
3367,26,6,2,1,0,682,1,0,2,18,7,581,3,-1,0,3,1
3368,45,8,1,1,0,57,0,0,1,27,7,797,1,-1,0,3,1
3369,48,0,1,0,0,-442,1,0,0,14,8,553,1,-1,0,3,1
3370,52,3,0,1,0,18,0,0,0,20,1,916,2,-1,0,3,1
3371,37,0,0,0,0,-307,1,0,0,13,8,639,1,-1,0,3,1
3372,38,4,1,1,0,694,1,0,0,15,0,348,1,-1,0,3,1
3373,80,5,0,0,0,229,0,0,0,23,10,108,1,-1,0,3,1
3374,52,4,1,1,0,1056,0,0,0,8,8,206,1,51,0,1,1
3375,63,4,0,1,0,1295,0,0,0,14,5,401,5,-1,0,3,1
3376,31,9,1,0,0,406,0,0,0,3,3,740,1,-1,0,3,1
3377,47,0,0,1,0,213,0,0,0,27,1,1134,4,-1,0,3,1
3378,72,7,0,2,0,4680,0,0,0,11,0,196,1,-1,0,3,1
3379,62,2,1,0,0,457,0,0,0,17,7,851,1,265,1,0,1
3380,37,4,1,2,0,233,0,0,0,2,3,189,1,93,1,2,1
3381,32,1,1,1,0,418,0,0,0,23,5,1435,9,-1,0,3,1
3382,35,3,1,1,0,4460,1,0,1,19,8,579,1,-1,0,3,1
3383,55,4,1,1,0,2865,0,0,0,7,8,201,1,-1,0,3,1
3384,40,0,0,1,0,6152,1,0,0,15,7,338,5,200,2,1,1
3385,34,7,1,1,0,1083,0,0,0,11,8,148,1,177,5,1,1
3386,46,1,1,1,0,1992,0,0,1,5,5,759,2,-1,0,3,1
3387,32,3,1,1,0,2784,1,0,1,11,5,458,1,-1,0,3,1
3388,33,1,1,0,0,1913,1,0,0,17,2,788,2,-1,0,3,1
3389,50,4,0,2,0,8143,0,0,0,7,5,189,1,-1,0,3,1
3390,39,4,1,2,0,29,0,0,0,23,3,675,3,-1,0,3,1
3391,48,6,0,2,0,1438,0,0,1,10,5,687,1,-1,0,3,1
3392,49,4,0,2,0,8061,0,0,0,9,4,179,1,-1,0,3,1
3393,55,7,1,1,0,210,0,0,0,24,4,104,2,-1,0,3,1
3394,25,8,2,1,0,330,0,0,0,3,6,381,1,-1,0,3,1
3395,43,4,1,2,0,1190,0,0,0,7,8,379,1,15,0,2,1
3396,39,0,0,0,0,-306,1,0,1,14,8,552,1,-1,0,3,1
3397,37,4,1,1,0,1310,0,0,0,28,6,216,1,4,0,2,1
3398,60,6,0,2,0,4255,1,0,0,16,1,239,2,760,1,0,1
3399,45,1,2,1,0,1105,0,0,1,16,4,892,1,-1,0,3,1
3400,29,5,1,2,0,844,0,0,0,18,7,617,1,-1,0,3,1
3401,50,9,1,1,0,2232,0,0,0,11,9,112,1,116,2,0,1
3402,45,6,1,0,0,3390,0,0,0,12,7,693,2,78,1,2,1
3403,50,5,1,2,0,334,0,0,0,14,7,422,3,419,1,0,1
3404,38,4,1,0,0,5365,0,0,0,21,5,782,1,-1,0,3,1
3405,26,9,1,1,0,668,1,0,1,25,7,577,2,-1,0,3,1
3406,78,5,1,0,0,8535,0,0,1,17,4,328,1,267,2,2,1
3407,36,4,1,2,0,0,0,0,0,17,5,270,2,175,3,1,1
3408,53,3,1,2,0,8314,0,0,0,5,6,216,1,-1,0,3,1
3409,43,3,1,1,0,1077,1,0,1,23,4,915,1,33,1,1,1
3410,38,5,0,1,0,83,0,0,0,18,0,1151,3,-1,0,3,1
3411,28,7,1,0,0,165,0,0,0,22,5,1105,2,-1,0,3,1
3412,36,4,1,1,0,110,0,0,0,19,2,191,1,-1,0,3,1
3413,24,7,2,1,0,819,0,0,0,27,9,185,1,90,2,0,1
3414,43,1,1,0,0,1213,0,0,0,25,0,386,1,213,1,2,1
3415,39,7,0,0,0,77,1,0,0,11,2,1077,2,-1,0,3,1
3416,35,7,1,2,0,482,0,0,1,21,4,1008,5,-1,0,3,1
3417,42,7,0,1,0,734,0,0,0,8,3,837,2,-1,0,3,1
3418,29,1,1,1,0,2816,0,0,1,5,6,378,2,24,0,2,1
3419,22,7,1,2,0,691,0,0,0,18,0,338,1,-1,0,3,1
3420,40,2,1,1,0,179,0,0,0,7,3,206,1,-1,0,3,1
3421,38,4,1,1,0,143,0,0,1,9,3,567,1,34,1,2,1
3422,29,2,1,1,0,1686,0,0,0,5,6,231,1,-1,0,3,1
3423,32,8,2,1,0,2087,0,0,0,9,3,508,2,-1,0,3,1
3424,38,2,1,0,0,41,1,0,0,22,8,548,2,-1,0,3,1
3425,47,1,0,0,0,-438,1,0,0,13,8,575,1,-1,0,3,1
3426,52,4,0,1,0,5692,0,0,0,14,6,875,2,-1,0,3,1
3427,42,0,0,0,0,-223,0,0,0,16,6,692,1,-1,0,3,1
3428,41,0,1,1,0,671,1,0,1,11,6,1363,1,77,1,2,1
3429,47,5,0,1,0,614,0,0,0,8,5,425,1,433,2,0,1
